id de producto;precio
130583170;104900
128698390;139900
131764697;95900
138371089;95900
137289382;59900
131882296;109900
131931438;87900
138395431;139900
131892263;249900
137558009;119900
138375807;127900
138379842;125900
138403670;89900
131841964;47900
131925516;48900
138233017;87900
138373389;44900
138375886;179900
131735041;53900
128654342;104900
137073489;109900
128654346;104900
138373278;59900
138250420;19900
135789635;129900
131735033;62900
131764666;39900
138373509;289900
138376438;125900
131646369;104900
126984588;199900
130566325;69900
138368293;94900
138379590;319900
130616567;149900
131880323;149900
138376110;44900
131646350;159900
138373081;87900
127176227;109900
130449665;119900
138372982;87900
131717604;39900
136120566;107900
135643813;399900
137302428;139900
138373430;269900
138420748;149900
138375762;125900
135627011;97900
131714819;44900
135643701;433900
135687008;199900
138368324;49900
137289342;174900
138376063;149900
138370936;159900
138372499;59900
138395571;189900
138371085;129900
137289336;95900
130566295;79900
131714818;44900
134052094;39900
138373174;87900
130566320;74900
128329523;58900
138370668;169900
130616557;49900
131713712;87900
138400373;139900
135643738;159900
130582027;63900
127261810;87900
136293498;89900
131892184;39900
128654032;229900
130616521;87900
131764660;143900
131715628;44900
136293488;39900
130566292;55900
133453218;39900
138375565;125900
131735035;53900
131691760;48900
131714794;87900
138375423;55900
126998602;34900
130582025;49900
138375955;59900
138374484;107900
138379384;229900
138395461;109900
138379832;104900
136330873;113900
135643627;107900
136698197;79900
138379295;69900
137302181;125900
137407321;26900
131764488;209900
131868084;79900
137289399;107900
136293490;39900
138399396;349900
131764569;49900
138399358;53900
137289349;139900
128654039;109900
131716634;109900
131646369;104900
138373388;44900
135760127;35900
130582045;49900
131892151;179900
131911950;35900
137421575;109900
136697233;599900
131646350;159900
137289393;107900
137302249;77900
138368296;89900
138376441;125900
128296284;139900
138368898;79900
131882455;87900
131646362;104900
138407329;59900
131764652;69900
128698744;139900
128293004;137900
131764503;174900
138371287;137900
131841940;209900
138374549;149900
131892249;399900
130599066;103900
137270513;59900
138379457;49900
130562611;35900
137626757;83900
138379828;125900
138372794;69900
131646349;159900
131764477;244900
131764646;27900
131884292;153900
138370630;129900
138403776;59900
131912261;19900
138375565;125900
138369013;99900
131868097;59900
135828307;119900
138373477;149900
131869242;55900
131841709;109900
138370919;69900
131801393;309900
130582099;47900
131868806;55900
131735030;62900
138395427;189900
128654031;229900
130582099;47900
138375756;35900
138373006;44900
128654025;229900
135733321;69900
131646332;183900
138421544;74900
138372830;44900
136780102;23900
135643626;107900
131764686;209900
127174306;79900
137268393;63900
128654270;29900
127057029;34900
131646361;104900
131884402;153900
130566297;49900
131868808;79900
130584557;183900
137268397;62900
138373566;59900
138392062;59900
131735043;62900
137289430;137900
131841709;109900
137270513;59900
131868084;79900
131880368;95900
130566284;59900
138421045;49900
130616489;327900
138402691;109900
138375718;174900
138376059;149900
137296447;29900
128292997;183900
137558009;119900
135788965;113900
131892245;287900
138399839;229900
131764697;95900
135788551;47900
130577216;79900
137289359;149900
137289334;95900
138373220;349900
130595477;35900
130616551;74900
137289414;39900
131646334;159900
137289381;59900
131868103;39900
137302127;107900
138379844;125900
127057029;34900
135760127;35900
138375994;69900
131764551;63900
131868092;79900
135643632;199900
128698640;109900
131646348;137900
138375909;459900
131735038;62900
128698397;95900
130562666;87900
127261804;109900
131764597;103900
138373012;107900
135377901;56900
128293004;137900
131764699;189900
138424505;62900
130566309;69900
136489882;99900
138371182;159900
131713645;48900
136597163;55900
133608237;26900
138379319;229900
131764644;39900
138399856;44900
135788550;47900
138402699;137900
138379745;429900
131935131;295900
138372800;95900
135789621;159900
137289446;119900
131715622;44900
138373570;59900
137302318;35900
131884288;103900
137267947;16900
137289372;109900
135377901;56900
131886467;63900
138399887;35900
126970970;55900
131764644;39900
135828434;104900
137302076;47900
138368328;84900
138400319;129900
138374379;199900
130582029;39900
138379843;125900
137302207;62900
138373151;44900
128654189;132900
135683645;209900
138368754;79900
131646357;104900
128698714;125900
128654349;104900
128629522;62900
130658513;29900
138399416;59900
138371006;179900
131887908;24900
138369041;89900
131646337;183900
128654263;29900
132266298;35900
135788516;55900
128698744;139900
137289358;149900
130582039;79900
138375887;179900
128654028;137900
131764499;174900
137268639;48900
127261803;95900
138375944;104900
131735035;53900
138373421;139900
138406396;125900
138374882;299900
138373005;44900
131892257;109900
131764607;79900
137289394;107900
135643805;286900
138399887;35900
131764617;76900
138399406;77900
138368960;99900
131714802;44900
135788948;255900
131764482;244900
138375989;39900
131882071;69900
130612294;149900
127261802;109900
138373159;137900
131764646;27900
131880259;63900
138420768;119900
135643701;433900
131912423;9900
131880328;289900
138373691;89900
131892241;19900
131841961;47900
127696934;119900
138373150;44900
134364401;79900
131884276;127900
138424451;55900
135695749;89900
137302177;35900
133699256;99900
131764691;55900
130600849;199900
130659714;369900
138375761;125900
131882268;149900
138379943;74900
130582041;103900
138375804;44900
131912273;63900
138373478;149900
131845131;119900
136293498;89900
127987497;167900
138371317;35900
138373698;249900
137289329;125900
131717575;48900
131646330;159900
130577212;109900
137205629;59900
131715627;44900
135733140;27900
128293001;159900
131887910;39900
135643631;199900
138394878;39900
130616495;39900
135788973;129900
138376027;35900
138399415;59900
130577202;103900
131764630;244900
138379842;125900
131738205;62900
138373470;199900
137302212;223900
138373180;109900
135789783;29900
138379795;107900
138368890;79900
130602712;39900
138438216;48900
131801673;109900
131867134;109900
137299544;69900
128698383;125900
138373052;159900
126936737;129900
134114178;32900
131714817;44900
126967823;63900
131646350;159900
138374547;199900
138371160;129900
138370911;139900
135788525;55900
130616563;167900
136120565;107900
131715611;44900
130616557;49900
131764585;95900
138379791;107900
138402743;199900
138373047;199900
137281658;149900
138376412;103900
130582075;47900
138375734;35900
137302257;149900
137302372;119900
130601570;63900
127180747;215900
138374444;129900
135625426;104900
137302084;37900
137302334;35900
130603741;109900
131880310;119900
138373546;129900
137302143;32900
138394764;39900
138372982;87900
127026955;139900
138372497;59900
138374567;559900
138374483;107900
128654257;29900
135789782;29900
135683923;26900
130566284;59900
137289441;174900
130616539;16900
130615406;143900
131715618;44900
128654345;104900
138370623;59900
138376453;159900
137268719;69900
130616565;369900
137302334;35900
131738210;62900
130566300;99900
133699255;99900
138370910;139900
131764527;19900
135687013;199900
131801555;19900
138375917;149900
137289324;125900
138372513;35900
137289360;149900
138375756;35900
131867144;89900
137626757;83900
131764691;55900
135876350;119900
131892165;103900
132647700;135900
130658523;175900
131716565;62900
128654021;229900
138370887;179900
138392059;59900
131912263;63900
138403658;59900
138375481;69900
138379821;89900
138373170;349900
131867136;63900
135876350;119900
134122033;13900
131764687;209900
138368952;99900
138250417;137900
138375440;69900
136342224;104900
130582023;49900
137289348;139900
137289327;125900
137302428;139900
131715627;44900
126895272;49900
137268133;69900
131841381;24900
131715615;44900
130577214;75900
138421243;49900
135733673;79900
131764501;174900
135733889;69900
131892259;175900
130562613;75900
135643740;125900
130612294;149900
131764519;79900
137302084;37900
131892182;199900
138420740;229900
135780506;29900
131764625;175900
135734275;89900
137268647;103900
138394764;39900
130577042;79900
137295139;26900
138420911;49900
126984590;129900
130566309;69900
130582041;103900
138379794;107900
137268733;26900
130616501;299900
138402674;99900
137289328;125900
128654027;229900
137267951;16900
137287886;89900
131912538;119900
131714816;44900
138373307;149900
128306280;137900
137302076;47900
131892249;399900
138375994;69900
137302092;104900
131714818;44900
131892181;139900
137287882;89900
138370632;119900
138370961;119900
137289399;107900
137302086;37900
138407328;59900
135789615;109900
138371303;99900
135789774;29900
127087172;29900
138399841;229900
138376441;125900
131892149;119900
131764601;319900
136035565;375900
130602268;55900
130602859;79900
137302145;47900
130658525;215900
131841959;47900
138406376;469900
135730779;47900
130566269;143900
130601570;63900
130658521;79900
131882272;119900
137289424;137900
138375833;89900
135760129;59900
138372806;39900
131912273;63900
138399855;44900
130566320;74900
137297584;32900
131714810;44900
130583987;135900
131646361;104900
131921174;87900
131868092;79900
138399450;69900
130584556;183900
130562609;35900
138370643;169900
138373311;179900
128292992;159900
127056947;48900
131892181;139900
138373408;159900
130566273;127900
138399413;59900
138399412;59900
138374373;89900
131715626;44900
138376156;44900
131764573;215900
138375717;174900
130660235;104900
130595479;43900
130602270;175900
138373695;89900
138374372;89900
135628171;89900
131912259;35900
131764657;39900
130601811;215900
136024561;19900
138376440;125900
137289323;125900
131764515;179900
135687013;199900
138379294;69900
131646362;104900
135625051;44900
138399405;77900
131715610;44900
135643694;399900
136024556;26900
138371235;119900
128432407;44900
138375826;127900
135625429;104900
138399840;229900
138374537;129900
138395573;189900
137268717;11900
131764487;209900
135625430;104900
138421039;39900
130595542;63900
138373032;47900
130595542;63900
138372783;119900
138373064;559900
128700103;89900
131868780;55900
131868799;79900
134041377;17900
138370630;129900
134121749;279900
130659728;255900
138371071;129900
131764497;174900
136331170;143900
138373062;109900
131868103;39900
131892263;249900
135788516;55900
135932956;39900
136120559;107900
137289429;137900
138403736;94900
138373066;64900
131646359;104900
131884400;87900
138402729;44900
138375884;179900
135932954;29900
131801673;109900
137289360;149900
128306284;137900
136662916;69900
130566320;74900
136024600;69900
131715617;44900
131892180;139900
135789169;149900
131884404;135900
135789615;109900
126967823;63900
135789775;29900
131646347;159900
128292992;159900
137287883;89900
138368952;99900
137302255;149900
138373418;129900
138376068;269900
137289354;139900
131720348;103900
131714802;44900
131714813;44900
135627194;89900
130583171;104900
130595540;63900
138438350;89900
130601578;199900
131646349;159900
138424458;69900
138376113;95900
138370999;69900
130582035;239900
138373631;169900
131884292;153900
137289381;59900
135870368;255900
136122773;62900
128698570;146900
137302374;35900
135643726;499900
131869238;79900
138379779;104900
128698644;174900
131764480;244900
130582027;63900
135788948;255900
130577210;109900
138371286;137900
137289428;137900
131884288;103900
131912540;26900
133453201;47900
130566241;209900
131892261;319900
131764674;29900
131717575;48900
138375480;69900
131868808;79900
131882270;299900
131764499;174900
131714819;44900
126968251;55900
138407327;59900
138374546;199900
131635989;94900
135788951;139900
138373176;69900
131764664;103900
135625430;104900
137289353;199900
138399979;159900
138374617;199900
138373058;159900
138392061;59900
135643764;199900
131841377;139900
138376398;59900
131715612;44900
131891669;399900
130582031;43900
136698195;216900
138402717;99900
136293492;39900
138399840;229900
137302274;39900
136120565;107900
131764646;27900
131764553;63900
130616511;159900
136597163;55900
128306283;229900
130582043;239900
138370909;139900
138376070;59900
128090286;77900
128654348;104900
138374446;159900
138370979;79900
138374561;249900
137268703;49900
138395455;189900
137302145;47900
131882083;59900
131892263;249900
138367754;199900
137299553;139900
131892165;103900
127261803;95900
126895272;49900
133306204;14900
131841945;239900
131716634;109900
131765261;39900
138368788;99900
138375760;125900
138421047;74900
131882738;109900
138379835;125900
138374443;129900
138376417;109900
131884404;135900
138375654;59900
138406364;55900
131912469;95900
131714814;44900
128698651;76900
137299541;149900
131738202;53900
138373158;137900
137268711;9900
127261804;109900
130616511;159900
135789781;29900
128654345;104900
138373408;159900
131714813;44900
136120867;38900
131715613;44900
136295122;38900
138379954;48900
138372499;59900
138374498;59900
136035678;39900
138420791;299900
130582027;63900
135827918;62900
137651961;44900
135760127;35900
131715625;44900
138368760;109900
137268639;48900
130583177;104900
128654024;229900
135695749;89900
138379838;76900
135683561;104900
138375899;99900
131635807;39900
130602270;175900
138370946;229900
137626757;83900
138376393;69900
128306275;137900
135788525;55900
138374457;89900
137302090;104900
136295156;153900
131892180;139900
130596449;79900
138373154;99900
131892233;19900
137289370;109900
131999457;549900
128654029;229900
138372496;59900
137299696;359900
126992221;76900
131714812;44900
131912277;29900
130665757;47900
131912277;29900
138376453;159900
130583169;104900
138374433;59900
137302193;29900
128698640;109900
137302338;55900
133667654;74900
135828307;119900
135827920;65900
131764625;175900
133608237;26900
130658525;215900
138403728;55900
131646364;89900
135788962;255900
128654272;29900
138370911;139900
137268399;65900
138368890;79900
131841859;109900
136120563;107900
138376014;35900
138402683;109900
138373054;249900
131764623;399900
131921074;109900
138375837;99900
128656854;49900
138424484;38900
127057029;34900
138420828;129900
128306282;229900
130449665;119900
131887878;175900
137302398;48900
137268647;103900
128293003;183900
138375800;159900
135683732;63900
138374364;149900
138375814;129900
137289393;107900
130582055;109900
131912469;95900
138373051;159900
138371255;159900
130562619;55900
138375448;69900
131884286;139900
131714817;44900
138373467;199900
135683732;63900
137302177;35900
137268619;183900
138238386;69900
138371098;44900
138376109;44900
138372993;69900
138375993;69900
131735040;62900
138372796;69900
135789766;29900
138375886;179900
130658819;319900
135643653;107900
138368301;89900
132647700;135900
138399878;99900
138379383;229900
130659817;109900
131691760;48900
136342210;99900
137295139;26900
138373568;59900
127087172;29900
128654028;229900
130566275;135900
131926318;47900
135789780;29900
138374483;107900
138379562;429900
131887884;143900
128654027;229900
131868086;127900
137289341;174900
126984590;129900
130566275;135900
131891671;359900
138373288;149900
131646342;137900
131713646;39900
131714803;44900
131646367;89900
135953051;19900
138373569;59900
135827832;59900
131892257;109900
131841945;239900
138421337;79900
138374435;59900
130665757;47900
137302130;107900
130566265;399900
130608272;67900
135789619;183900
138421303;39900
138399447;59900
128306283;229900
130566292;55900
138373107;159900
135683919;26900
137302306;104900
136780123;55900
138403778;99900
138374545;199900
131764637;244900
138276555;159900
128700164;125900
131713647;39900
138376437;125900
131713638;48900
130601811;215900
137411435;55900
138374442;129900
130599068;349900
131735032;62900
135625429;104900
131738208;62900
138376062;149900
138374563;179900
138395457;139900
138421237;79900
131892155;119900
131715793;48900
131714800;44900
138402674;99900
138375652;59900
138399428;183900
138424446;74900
138371010;179900
131635807;39900
138379805;159900
137302203;37900
127057030;34900
131646338;137900
138371237;99900
128654343;104900
131713646;39900
131717577;48900
126998691;48900
138375447;69900
131764617;76900
138371069;159900
138399365;64900
131764498;174900
138373477;149900
138399448;99900
137289369;109900
138373417;129900
135683563;104900
138379308;229900
130566290;44900
131764597;103900
130515808;89900
131646335;137900
130616535;16900
130616525;199900
130616519;62900
131841962;47900
138375740;127900
130583173;104900
137285736;249900
137268735;26900
128791766;38900
131887886;19900
138403764;129900
131735043;62900
135388650;48900
128698648;104900
131724079;39900
130577212;109900
128656362;149900
138376138;149900
131912540;26900
137289394;107900
135789631;223900
130582045;49900
131892174;199900
134364401;79900
128292998;137900
135733140;27900
131646370;89900
133460920;99900
130601774;279900
138373172;69900
131764484;209900
138372503;109900
131714808;44900
137289427;137900
137302212;223900
138368328;84900
128654271;29900
135733889;69900
138395431;139900
135789772;29900
135788547;47900
131880310;119900
131892178;199900
131880332;89900
137302306;104900
138375732;109900
131764623;399900
131880287;109900
138373550;219900
138371343;64900
126970970;55900
138379820;89900
130616664;44900
131762755;159900
128306281;229900
128700128;499900
128654270;29900
131887912;23900
137302424;95900
138374521;103900
138402735;44900
137289380;59900
138379930;59900
138379453;109900
131869240;79900
127261804;109900
138373133;59900
138370959;183900
131801393;309900
137302127;107900
138379614;379900
131764519;79900
138420739;229900
138374371;89900
138399884;104900
138370971;69900
131764686;209900
130562619;55900
138371009;179900
128654347;104900
138400373;139900
138365057;137900
128292995;183900
130582067;84900
135726363;399900
138379745;429900
138374497;59900
137289343;199900
138371113;149900
138373132;59900
136698053;104900
128654269;29900
135789780;29900
138375441;69900
131714805;44900
130602879;79900
138375992;69900
128296288;139900
137287885;89900
138370624;59900
138374571;179900
137301171;19900
138374631;59900
131882083;59900
130582077;55900
128292994;159900
131884402;153900
138373013;107900
138374496;59900
138374479;159900
138373129;59900
130582089;69900
131716634;109900
131764561;139900
135789779;29900
131868103;39900
131867142;9900
137268723;37900
131892176;199900
131764628;135900
137302388;34900
128698592;118900
138424490;49900
138373115;69900
131867132;89900
131882459;103900
130582065;87900
138375654;59900
131715624;44900
138395435;139900
138400344;49900
135643740;125900
138374543;199900
128698718;107900
131764481;244900
138373075;107900
131880290;29900
136120561;107900
128700127;139900
138374559;99900
137289425;137900
137302279;48900
138375765;119900
138375834;89900
131764503;174900
138392061;59900
135953051;19900
131764678;39900
138369024;119900
131717575;48900
131764553;63900
136293499;89900
135683564;137900
138375919;49900
138373066;64900
131714801;44900
138373570;59900
131867142;9900
138376144;199900
138374555;44900
137270516;59900
138399904;179900
138373015;109900
131764678;39900
131713645;48900
138421255;39900
135777111;16900
138372989;103900
138374370;89900
130595477;35900
130582073;59900
138395569;109900
135789764;29900
130602250;79900
130582029;39900
138375440;69900
138367754;199900
130583172;104900
136120560;107900
138276558;159900
128654025;229900
135687010;199900
131880368;95900
130566282;87900
138376064;129900
135697364;167900
137302249;77900
138373603;44900
131764629;244900
128654346;104900
138402698;137900
128654469;109900
137302287;299900
127174306;79900
138402735;44900
138376090;79900
128656362;149900
131636201;24900
138375953;59900
130566305;79900
138373026;149900
136293500;89900
135780518;35900
138373275;59900
138370958;183900
131646346;159900
135828065;65900
128698383;125900
138379578;379900
138375653;59900
138424507;55900
138399839;229900
131868798;79900
131646356;104900
131646332;183900
137289325;125900
131884282;69900
138421039;39900
138379793;107900
131892163;299900
138379802;159900
138374538;129900
127987497;167900
138367754;199900
135977452;19900
131891673;349900
128654032;229900
130582041;103900
136330873;113900
135789045;13900
131715621;44900
138420885;69900
138374534;129900
137268713;118900
135932832;349900
131912263;63900
137302175;44900
131646353;104900
135625428;104900
138379836;125900
131714811;44900
136295472;35900
130616664;44900
128654197;139900
130583170;104900
135789781;29900
138374365;127900
136698053;104900
138406362;79900
135695747;119900
128698656;118900
138406394;119900
131646349;159900
135377901;56900
131764642;153900
136295154;215900
130566285;62900
138373064;559900
136120564;107900
138379662;319900
128698381;129900
138371120;119900
137302189;32900
136780106;89900
128654335;179900
131880330;229900
135932740;19900
138379322;229900
131892184;39900
138379596;319900
131912376;149900
138371073;289900
138395425;139900
137289372;109900
126984584;89900
137287886;89900
138373568;59900
128306284;137900
127087079;99900
138399376;48900
131646363;104900
138376440;125900
138420816;199900
136035797;29900
131604318;83900
138407327;59900
137302143;32900
138364746;149900
138368879;74900
138421249;79900
136697233;599900
131646359;104900
131735044;62900
135789233;59900
128306280;137900
131764569;49900
137289398;107900
131646328;137900
130595479;43900
130595485;34900
135788958;499900
138438215;48900
137302191;43900
138379357;69900
137299551;249900
138402709;109900
128698622;109900
128698630;174900
138373062;109900
138406382;107900
131891673;349900
138399417;59900
126894739;59900
130651549;169900
138402694;59900
138406380;107900
130612294;149900
133877692;159900
131841859;109900
138375651;59900
138403786;59900
131869236;79900
138379387;229900
131887912;23900
134102515;27900
138368928;84900
138371004;69900
138373414;129900
138370957;183900
139119115;35900
127261804;109900
130566312;29900
138379640;319900
137270514;59900
137289429;137900
131867136;63900
138371237;99900
138395485;169900
138370956;183900
138374378;199900
130659780;109900
138371265;219900
138402697;137900
128654342;104900
126963683;65900
138276557;159900
130577208;39900
135828401;89900
135932578;37900
135734983;62900
131724079;39900
130582023;49900
138402731;109900
128654348;104900
131841709;109900
138375564;125900
130577210;109900
127945924;159900
131892241;19900
137302209;62900
131714794;87900
138374435;59900
138375996;79900
135625051;44900
135687012;199900
128698651;76900
131884286;139900
137302138;159900
130582071;69900
128313052;63900
137289336;95900
138424455;69900
138379929;59900
128698834;118900
128698714;125900
138374478;159900
128654027;229900
131892171;79900
138375885;179900
130616527;299900
138376108;44900
138379831;104900
138373219;349900
131646334;159900
128296285;139900
131646331;159900
135683925;174900
138372799;69900
135734275;89900
138372807;39900
126984693;209900
138374537;129900
138370939;139900
135628171;89900
138395477;199900
137268619;183900
137302131;107900
137289420;137900
138402697;137900
131764629;244900
130582035;239900
128698651;76900
138438517;69900
130582065;87900
131715609;44900
135788956;255900
138402706;99900
128656357;118900
138373494;47900
130566292;55900
137297586;39900
136780110;29900
138406401;55900
131646340;159900
131880804;34900
131912467;24900
131801699;47900
138374536;129900
137289395;107900
138276553;159900
131764697;95900
137302139;76900
138374557;87900
138376439;125900
131912319;63900
138420743;229900
131921074;109900
138372514;35900
138252478;37900
137408275;26900
138399405;77900
137289392;107900
137302237;89900
137302236;89900
138375719;174900
136698189;89900
135788956;255900
131841960;47900
136120563;107900
130566287;63900
131738203;62900
131764515;179900
138420827;129900
138371003;69900
135734275;89900
138399838;229900
128263302;59900
138373567;59900
128698720;104900
135643722;367900
131884400;87900
138376078;167900
127261803;95900
131764480;244900
128627043;104900
137301165;619900
138379827;125900
138379846;79900
130566290;44900
138395443;109900
131887912;23900
138375446;69900
138375445;69900
138373602;44900
126936737;129900
130616569;149900
138370917;69900
131764603;103900
137302145;47900
138376149;35900
137289377;59900
131646345;183900
138376443;169900
131764519;79900
137302131;107900
138373010;107900
131764684;209900
137302306;104900
138374447;159900
138370629;129900
131891669;399900
135694849;143900
135789777;29900
138375996;79900
138373493;47900
136560518;69900
135789782;29900
137302139;76900
138372514;35900
137302248;77900
130583174;104900
131646344;183900
137558009;119900
137289397;107900
131764559;119900
131724075;39900
138370655;119900
128313052;63900
130566265;399900
131867138;63900
128700122;202900
132009473;53900
137289344;139900
135788960;188900
138406381;107900
137270515;59900
138371097;44900
128654268;29900
138402733;79900
131841940;209900
138379799;89900
138379827;125900
130515808;89900
131756751;39900
135789767;29900
138375437;69900
131869236;79900
133460931;59900
138372795;69900
127176227;109900
137289354;139900
133667654;74900
138379805;159900
131764625;175900
138375422;55900
138406382;107900
128698616;62900
138372492;119900
138371254;159900
138395455;189900
137268133;69900
131892249;399900
135788381;327900
138421056;64900
130616563;167900
130596449;79900
136294577;47900
138399406;77900
131764474;244900
137411434;55900
130577208;39900
138372498;59900
130616555;63900
128698843;132900
131717577;48900
137289347;199900
130566265;399900
136698019;409900
131892155;119900
138420890;109900
131764480;244900
138399910;79900
137495314;13900
138373264;79900
128654349;104900
131714810;44900
138375841;269900
131764585;95900
138379386;229900
131764479;244900
128698592;118900
137289392;107900
138373383;79900
131764683;209900
135789619;183900
138375444;69900
131764664;103900
131892177;139900
138376072;95900
130658513;29900
128654346;104900
131892184;39900
138375985;99900
131892179;139900
137302206;62900
138373031;47900
130601570;63900
138370935;159900
130566304;59900
138371246;95900
128654347;104900
131715620;44900
138375890;79900
138399404;77900
127177019;209900
138250912;107900
131867132;89900
138424509;47900
138375439;69900
138371194;349900
126895269;49900
128654341;104900
138402727;79900
130658521;79900
138373030;47900
130582051;89900
128362929;209900
137289329;125900
129885179;74900
130602274;87900
138370909;139900
138371235;119900
138373492;47900
131892149;119900
138379930;59900
130665757;47900
131764561;139900
138370883;179900
131931440;189900
136120560;107900
131891673;349900
138370945;229900
136035542;125900
130562664;59900
131841381;24900
130562666;87900
138392057;59900
138371080;59900
131911950;35900
131735044;62900
138379321;229900
138373186;169900
131841379;67900
136295154;215900
138373649;44900
130566293;79900
138375633;137900
128698950;149900
138376074;129900
138424442;49900
138375653;59900
137302173;369900
131925516;48900
138399854;44900
131921174;87900
138370950;87900
128654267;29900
135683923;26900
138374575;95900
131764670;189900
131738210;62900
131714809;44900
131999457;549900
136896564;29900
130602855;59900
128654266;29900
138375763;69900
138399357;53900
131912271;19900
137299553;139900
138373526;35900
131880259;63900
128654026;229900
130566259;67900
131882738;109900
130566293;79900
138374544;199900
137289370;109900
135828400;89900
138371008;179900
131646343;159900
130582073;59900
137301163;159900
131715619;44900
138368908;59900
137289372;109900
138376132;259900
130616555;63900
128698652;107900
138375952;59900
126936737;129900
138424458;69900
138373017;35900
136293496;89900
137299538;149900
138373416;129900
138375479;69900
138379928;59900
138371193;349900
138376400;59900
128306279;137900
138373013;107900
137302282;62900
131646342;137900
136035064;76900
131715624;44900
138371001;69900
138373015;109900
138407326;59900
130602712;39900
131912425;149900
131715624;44900
137289393;107900
130660235;104900
137268419;39900
131714809;44900
128654025;229900
131921076;39900
128698463;118900
138399838;229900
131887874;239900
138421520;49900
137289396;107900
131764521;249900
128700128;499900
131735034;62900
138399414;59900
130600849;199900
128330359;55900
138420859;49900
138379596;319900
137270512;59900
131891673;349900
138421061;49900
131892180;139900
138375954;59900
131714818;44900
127177019;209900
130616485;309900
138371254;159900
138373105;349900
131715626;44900
131801699;47900
128296289;199900
130616527;299900
138368750;79900
138394878;39900
135760127;35900
138374365;127900
136120562;107900
138379726;379900
138370629;129900
138374482;107900
138421303;39900
131884400;87900
138370645;209900
138376032;79900
138379835;125900
138395423;189900
135780526;47900
138371007;179900
128654348;104900
135694849;143900
136330873;113900
138421249;79900
138402683;109900
136035678;39900
137289395;107900
127185649;229900
131764496;174900
138371295;169900
131891669;399900
137302209;62900
136035797;29900
137302212;223900
138373184;119900
135789771;29900
131735045;62900
136035678;39900
137302374;35900
138379387;229900
138375443;69900
138370885;35900
131841945;239900
136293513;89900
128698574;39900
138371305;219900
131646358;104900
138421054;79900
130566255;103900
138370659;95900
131735041;53900
138374557;87900
136560518;69900
128654341;104900
128432403;38900
131646347;159900
128654345;104900
138373693;89900
137289443;174900
130618651;76900
138371029;95900
131738202;53900
138420815;199900
135789783;29900
138400380;89900
131715614;44900
128090286;77900
131714796;44900
138403772;99900
137302222;455900
138379304;229900
136120867;38900
135683645;209900
138420913;179900
128292993;159900
130595540;63900
131892245;287900
